"ID","CAREX","SALIX","YR","X_L93","Y_L93"
"11,5/5,5",0,0,2022,967026.6,6446647.3
"11,5/6,5",0,0,2022,967038.5,6446648.3
"11,5/7,5",0,0,2022,967050.4,6446649.2
"11,5/8,5",0,0,2022,967061.3,6446650.2
"11,5/9,5",0,0,2022,967074.2,6446651.2
"12,0/0,0",0,0,2022,966962.1,6446636.4
"12,0/1,0",1,1,2022,966973.1,6446637.4
"12,0/10,0",0,0,2022,967080.2,6446646.3
"12,0/12,0",0,0,2022,967103,6446648.3
"12,0/13,0",0,0,2022,967114.9,6446649.2
"12,0/14,0",0,0,2022,967126.8,6446650.2
"12,0/15,0",0,0,2022,967137.7,6446651.2
"12,0/16,0",0,0,2022,967150.6,6446652.2
"12,0/17,0",0,1,2022,967161.5,6446653.2
"12,0/18,0",0,0,2022,967173.5,6446654.2
"12,0/2,0",0,1,2022,966986,6446638.4
"12,0/3,0",0,0,2022,966997.5,6446639.2
"12,0/4,0",0,0,2022,967008.8,6446640.4
"12,0/5,0",0,0,2022,967020.7,6446641.4
"12,0/6,0",0,0,2022,967032.6,6446642.3
"12,0/7,0",0,0,2022,967044.6,6446643.3
"12,0/9,0",0,0,2022,967068,6446645.2
"12,5/1,5",0,0,2022,966980,6446632.5
"12,5/10,5",0,0,2022,967086.2,6446641.4
"12,5/11,5",0,1,2022,967098.1,6446642.3
"12,5/12,5",0,0,2022,967109,6446643.3
"12,5/13,5",0,0,2022,967121.9,6446644.3
"12,5/14,5",0,1,2022,967132.8,6446645.3
"12,5/15,5",0,0,2022,967144.7,6446646.3
"12,5/16,5",0,1,2022,967156.6,6446647.3
"12,5/17,5",0,1,2022,967168.5,6446648.3
"12,5/2,5",0,0,2022,966991.9,6446633.5
"12,5/3,5",0,0,2022,967003.8,6446634.5
"12,5/4,5",0,0,2022,967014.7,6446635.5
"12,5/5,5",0,0,2022,967027.6,6446636.4
"12,5/6,5",0,0,2022,967038.5,6446637.4
"12,5/7,5",0,0,2022,967050.4,6446638.4
"12,5/8,5",0,0,2022,967062.3,6446639.4
"12,5/9,5",0,0,2022,967074.2,6446640.4
"13,0/0,0",0,0,2022,966963.1,6446624.6
"13,0/1,0",0,1,2022,966974.1,6446625.6
"13,0/10,0",0,0,2022,967080.2,6446634.5
"13,0/11,0",0,1,2022,967092.1,6446635.5
"13,0/12,0",0,1,2022,967104,6446636.4
"13,0/13,0",0,1,2022,967115.6,6446637.7
"13,0/14,0",0,1,2022,967127.8,6446638.4
"13,0/15,0",0,0,2022,967138.7,6446639.4
"13,0/16,0",1,0,2022,967150.6,6446640.4
"13,0/2,0",0,0,2022,966986,6446626.6
"13,0/3,0",0,0,2022,966997.9,6446627.6
"13,0/4,0",0,0,2022,967009.8,6446628.6
"13,0/5,0",0,0,2022,967021.6,6446629.6
"13,0/6,0",0,0,2022,967033.6,6446630.5
"13,0/7,0",0,0,2022,967044.5,6446631.5
"13,0/8,0",0,0,2022,967056.4,6446632.5
"13,0/9,0",0,0,2022,967068.3,6446633.5
"13,5/1,5",0,0,2022,966981,6446620.7
"13,5/10,5",0,0,2022,967086.2,6446629.5
"13,5/11,5",0,1,2022,967098.1,6446630.5
"13,5/13,5",0,0,2022,967121.9,6446632.5
"13,5/14,5",0,1,2022,967133.8,6446633.5
"13,5/15,5",0,1,2022,967145.7,6446634.5
"13,5/16,5",0,1,2022,967156.6,6446635.5
"13,5/17,5",0,1,2022,967169.5,6446636.4
"13,5/2,5",0,0,2022,966991.9,6446621.7
"13,5/3,5",0,0,2022,967004.8,6446622.7
"13,5/4,5",0,0,2022,967015.7,6446623.6
"13,5/5,5",0,0,2022,967027.6,6446624.6
"13,5/6,5",0,0,2022,967039.5,6446625.6
"13,5/7,5",0,0,2022,967051.4,6446626.6
"13,5/8,5",0,0,2022,967062.3,6446627.6
"13,5/9,5",0,0,2022,967075.2,6446628.6
"14,0/0,0",0,1,2022,966963.1,6446613.8
"14,0/1,0",0,1,2022,966975,6446614.3
"14,0/10,0",0,0,2022,967081.1,6446623.1
"14,0/11,0",0,0,2022,967092.1,6446624.6
"14,0/12,0",0,1,2022,967104.4,6446625.2
"14,0/13,0",1,0,2022,967116.2,6446626.2
"14,0/15,0",0,0,2022,967139.7,6446628.6
"14,0/16,0",1,1,2022,967151.6,6446629.5
"14,0/2,0",0,0,2022,966986.8,6446615.2
"14,0/3,0",0,0,2022,966998.6,6446616.3
"14,0/4,0",0,0,2022,967010.4,6446617.1
"14,0/5,0",0,0,2022,967021.7,6446618.7
"14,0/6,0",0,0,2022,967033.6,6446619.7
"14,0/7,0",0,0,2022,967045.5,6446620.7
"14,0/8,0",0,0,2022,967057.4,6446621.7
"14,0/9,0",0,0,2022,967069,6446622.3
"14,5/1,5",0,1,2022,966981,6446608.9
"14,5/10,5",0,0,2022,967087.1,6446617.7
"14,5/11,5",0,1,2022,967099,6446618.7
"14,5/12,5",1,0,2022,967110,6446619.7
"14,5/13,5",0,0,2022,967122.9,6446620.7
"14,5/2,5",0,0,2022,966992.9,6446609.9
"14,5/3,5",0,0,2022,967004.8,6446610.8
"14,5/4,5",0,0,2022,967016.7,6446611.8
"14,5/5,5",0,0,2022,967028.6,6446612.8
"14,5/6,5",0,1,2022,967039.5,6446613.8
"14,5/7,5",0,0,2022,967052.4,6446614.8
"14,5/8,5",0,0,2022,967063.3,6446615.8
"14,5/9,5",0,0,2022,967075.2,6446616.8
"15,0/0,0",0,0,2022,966963.9,6446601.7
"15,0/1,0",0,0,2022,966975.7,6446602.6
"15,0/10,0",0,0,2022,967081.2,6446611.8
"15,0/11,0",0,1,2022,967093.1,6446612.8
"15,0/12,0",0,1,2022,967105,6446613.8
"15,0/13,0",0,0,2022,967115.9,6446614.8
"15,0/14,0",0,0,2022,967128.8,6446615.8
"15,0/2,0",0,0,2022,966987.4,6446603.7
"15,0/3,0",0,0,2022,966998.9,6446604.9
"15,0/4,0",0,0,2022,967010.8,6446605.9
"15,0/5,0",0,0,2022,967022.7,6446606.9
"15,0/6,0",0,0,2022,967034.6,6446607.9
"15,0/7,0",0,0,2022,967045.5,6446608.9
"15,0/8,0",0,0,2022,967058,6446609.7
"15,0/9,0",0,0,2022,967069.9,6446610.7
"15,5/1,5",0,0,2022,966981.7,6446597.4
"15,5/10,5",0,0,2022,967087.1,6446606.9
"15,5/13,5",0,0,2022,967122.9,6446609.9
"15,5/14,5",1,0,2022,967134.8,6446610.8
"15,5/15,5",0,0,2022,967146.7,6446611.8
"15,5/2,5",0,0,2022,966993.4,6446598.5
"15,5/3,5",0,0,2022,967005.8,6446600
"15,5/4,5",0,0,2022,967017.1,6446600.5
"15,5/5,5",0,0,2022,967028.6,6446602
"15,5/6,5",0,0,2022,967040.5,6446603
"15,5/7,5",0,0,2022,967052.4,6446604
"16,0/1,0",0,0,2022,966976,6446591.2
"16,0/10,0",0,0,2022,967082.1,6446600.2
"16,0/11,0",0,0,2022,967093.9,6446601.2
"16,0/12,0",1,0,2022,967106,6446603
"16,0/14,0",1,0,2022,967128.8,6446604.9
"16,0/15,0",1,0,2022,967140.7,6446605.9
"16,0/2,0",0,1,2022,966987.9,6446592.1
"16,0/3,0",0,0,2022,966999.7,6446593.2
"16,0/4,0",0,0,2022,967011.6,6446594.1
"16,0/5,0",0,0,2022,967022.7,6446595.1
"16,0/6,0",0,0,2022,967035,6446596.1
"16,0/7,0",0,0,2022,967046.8,6446597.2
"16,0/8,0",0,0,2022,967058.6,6446598.2
"16,0/9,0",0,0,2022,967070.3,6446599.1
"16,5/1,5",0,0,2022,966982.4,6446585.9
"16,5/10,5",1,0,2022,967088.1,6446595.1
"16,5/12,5",0,0,2022,967111.9,6446597.1
"16,5/13,5",0,0,2022,967123.8,6446598
"16,5/14,5",0,0,2022,967134.8,6446599
"16,5/15,5",0,0,2022,967147.6,6446600.4
"16,5/2,5",0,0,2022,966993.9,6446586.2
"16,5/3,5",0,0,2022,967005.9,6446587.9
"16,5/4,5",0,0,2022,967017.3,6446588.9
"16,5/6,5",0,0,2022,967041.2,6446590.9
"16,5/7,5",0,0,2022,967053.4,6446592.1
"16,5/8,5",0,0,2022,967064.3,6446593.1
"16,5/9,5",0,0,2022,967076.5,6446594
"17,0/10,0",0,0,2022,967082.7,6446588.7
"17,0/14,0",0,1,2022,967129.8,6446593.1
"17,0/15,0",0,0,2022,967140.5,6446593.6
"17,0/4,0",0,0,2022,967012,6446582.7
"17,0/5,0",0,0,2022,967023.7,6446583.3
"17,0/6,0",0,0,2022,967035.6,6446584.7
"17,0/7,0",0,0,2022,967047.4,6446585.6
"17,0/8,0",0,0,2022,967058.9,6446586.7
"17,0/9,0",0,0,2022,967071,6446587.7
"17,5/4,5",0,0,2022,967017.7,6446577.4
"17,5/5,5",0,0,2022,967030.6,6446578.4
"17,5/7,5",0,0,2022,967053.4,6446580.3
"17,5/8,5",0,0,2022,967065.3,6446581.3
"18,0/10,0",0,0,2022,967083.3,6446577.1
"18,0/11,0",0,0,2022,967095.1,6446578.4
"18,0/12,0",0,0,2022,967107,6446579.3
"18,0/13,0",1,0,2022,967118.5,6446580.1
"18,0/14,0",1,0,2022,967130.5,6446581.2
"18,0/5,0",0,0,2022,967024.4,6446572.1
"18,0/6,0",0,0,2022,967036.3,6446573.1
"18,0/7,0",0,1,2022,967048,6446574.1
"18,0/8,0",0,0,2022,967059.4,6446574.4
"18,0/9,0",1,1,2022,967071.3,6446576.2
"18,5/11,5",0,0,2022,967101.1,6446572.5
"18,5/5,5",0,0,2022,967030.6,6446566.5
"18,5/6,5",0,1,2022,967042.5,6446567.5
"18,5/7,5",0,1,2022,967054.4,6446568.5
"18,5/8,5",0,1,2022,967065.3,6446569.5
"19,0/10,0",0,1,2022,967083.8,6446565.8
"19,0/11,0",0,1,2022,967095.6,6446566.8
"19,0/12,0",1,0,2022,967107.4,6446567.8
"19,5/11,5",0,0,2022,967102,6446560.6
"2,0/10,0",0,0,2022,967074.2,6446761.4
"2,0/9,0",0,0,2022,967061.3,6446760.5
"2,5/10,5",1,0,2022,967080.2,6446756.5
"2,5/8,5",1,0,2022,967056.4,6446754.6
"2,5/9,5",0,0,2022,967068.3,6446755.6
"20,0/11,0",0,1,2022,967096.1,6446555.2
"20,0/12,0",0,0,2022,967107.9,6446556.2
"21,0/12,0",1,0,2022,967108.5,6446544.8
"3,0/10,0",1,0,2022,967074.2,6446749.7
"3,0/15,0",1,0,2022,967132.8,6446754.6
"3,0/16,0",1,0,2022,967145.1,6446755.5
"3,0/17,0",1,0,2022,967156.6,6446756.5
"3,0/18,0",1,0,2022,967168.5,6446757.5
"3,0/9,0",1,0,2022,967062.3,6446748.7
"3,5/10,5",1,0,2022,967080.7,6446744.4
"3,5/11,5",0,0,2022,967093.1,6446745.7
"3,5/12,5",0,0,2022,967104,6446746.7
"3,5/13,5",1,0,2022,967115.9,6446747.7
"3,5/14,5",1,0,2022,967127.8,6446748.7
"3,5/15,5",1,0,2022,967139.7,6446749.7
"3,5/16,5",0,0,2022,967150.6,6446750.6
"3,5/17,5",0,0,2022,967163.5,6446751.6
"3,5/8,5",0,0,2022,967057.4,6446742.8
"4,0/10,0",0,0,2022,967075.3,6446738.1
"4,0/11,0",1,0,2022,967086.2,6446738.8
"4,0/12,0",0,0,2022,967099,6446740.8
"4,0/13,0",1,0,2022,967110.6,6446740.9
"4,0/14,0",1,0,2022,967121.9,6446742.8
"4,0/15,0",1,0,2022,967133.8,6446743.7
"4,0/16,0",1,0,2022,967145.7,6446744.7
"4,0/17,0",0,0,2022,967157.4,6446745.2
"4,0/18,0",0,0,2022,967169.3,6446746.1
"4,0/9,0",1,0,2022,967063.4,6446737
"4,5/10,5",0,0,2022,967081,6446732.6
"4,5/11,5",0,0,2022,967093.1,6446733.9
"4,5/12,5",1,0,2022,967105,6446734.9
"4,5/13,5",0,0,2022,967116.9,6446735.9
"4,5/14,5",0,0,2022,967127.8,6446736.9
"4,5/15,5",1,0,2022,967140.7,6446737.8
"4,5/16,5",0,0,2022,967151.6,6446738.8
"4,5/17,5",0,0,2022,967163.5,6446739.8
"4,5/7,5",0,0,2022,967046,6446729.7
"4,5/8,5",0,0,2022,967057.4,6446730
"4,5/9,5",1,0,2022,967069.6,6446731.9
"5,0/10,0",0,0,2022,967075.8,6446726.4
"5,0/11,0",0,0,2022,967087.5,6446727.6
"5,0/12,0",0,1,2022,967099.3,6446728.6
"5,0/13,0",1,0,2022,967111,6446729.3
"5,0/14,0",1,1,2022,967122.8,6446730.5
"5,0/15,0",0,0,2022,967134.7,6446731.6
"5,0/16,0",1,0,2022,967146.7,6446732.9
"5,0/17,0",0,0,2022,967158.1,6446733.5
"5,0/18,0",0,0,2022,967169.5,6446734.9
"5,0/8,0",1,0,2022,967052.2,6446724.6
"5,0/9,0",0,0,2022,967063.9,6446725.6
"5,5/10,5",0,0,2022,967081.8,6446721.4
"5,5/11,5",0,0,2022,967094.1,6446722.1
"5,5/12,5",0,0,2022,967105,6446723.1
"5,5/13,5",0,0,2022,967116.9,6446724.3
"5,5/14,5",1,0,2022,967128.8,6446725
"5,5/15,5",0,0,2022,967140.7,6446726.5
"5,5/16,5",0,0,2022,967152.4,6446727.3
"5,5/17,5",0,0,2022,967164.5,6446729
"5,5/6,5",0,0,2022,967034.6,6446717.2
"5,5/7,5",1,0,2022,967046.5,6446718.1
"5,5/8,5",0,0,2022,967058.4,6446719.1
"5,5/9,5",0,0,2022,967070.3,6446720.1
"6,0/10,0",0,0,2022,967076.2,6446715.2
"6,0/11,0",0,0,2022,967088,6446716.1
"6,0/12,0",0,0,2022,967100,6446717.2
"6,0/13,0",0,0,2022,967111,6446718.1
"6,0/14,0",0,0,2022,967123.4,6446719.1
"6,0/15,0",0,0,2022,967134.8,6446720.1
"6,0/16,0",0,0,2022,967146.7,6446721.1
"6,0/17,0",1,0,2022,967158.6,6446722.1
"6,0/18,0",0,0,2022,967170.5,6446723
"6,0/6,0",1,0,2022,967029.5,6446711.3
"6,0/7,0",1,0,2022,967040.5,6446712.2
"6,0/8,0",0,0,2022,967052.4,6446713.2
"6,0/9,0",0,0,2022,967064.3,6446714.2
"6,5/10,5",0,0,2022,967082.2,6446709.3
"6,5/11,5",0,0,2022,967094.1,6446710.3
"6,5/12,5",0,0,2022,967105.5,6446711.7
"6,5/13,5",0,0,2022,967117.9,6446712.2
"6,5/14,5",0,0,2022,967129.8,6446713.2
"6,5/15,5",0,0,2022,967141.2,6446714.8
"6,5/16,5",0,0,2022,967152.6,6446715.2
"6,5/5,5",1,0,2022,967023.7,6446704.4
"6,5/6,5",0,0,2022,967035.6,6446705.4
"6,5/7,5",1,0,2022,967047.5,6446706.3
"6,5/8,5",0,0,2022,967058.4,6446707.3
"6,5/9,5",0,0,2022,967071.3,6446708.3
"7,0/10,0",0,0,2022,967077.2,6446703.4
"7,0/11,0",0,0,2022,967088.1,6446704.4
"7,0/12,0",0,0,2022,967100,6446705.4
"7,0/13,0",0,0,2022,967111.9,6446706.3
"7,0/14,0",0,0,2022,967123.8,6446707.3
"7,0/15,0",0,1,2022,967135.7,6446708.6
"7,0/16,0",0,0,2022,967147.7,6446709.3
"7,0/17,0",0,0,2022,967158.6,6446710.3
"7,0/18,0",1,0,2022,967171.1,6446711.6
"7,0/19,0",0,0,2022,967182.7,6446712.7
"7,0/5,0",0,0,2022,967018,6446698.3
"7,0/6,0",0,0,2022,967029.6,6446699.4
"7,0/7,0",0,0,2022,967041.5,6446700.4
"7,0/8,0",0,0,2022,967053.4,6446701.4
"7,0/9,0",0,0,2022,967065.1,6446702.4
"7,5/12,5",0,0,2022,967106,6446700.4
"7,5/13,5",0,0,2022,967118.9,6446701.4
"7,5/14,5",0,0,2022,967129.8,6446702.4
"7,5/15,5",0,1,2022,967141.7,6446703.4
"7,5/17,5",0,0,2022,967165.5,6446705.4
"7,5/4,5",1,0,2022,967012.8,6446692
"7,5/5,5",1,1,2022,967024.6,6446693.5
"7,5/6,5",1,0,2022,967035.6,6446694.5
"7,5/7,5",0,0,2022,967048.5,6446695.5
"7,5/8,5",0,0,2022,967059.4,6446696.5
"7,5/9,5",0,0,2022,967071.3,6446697.5
"8,0/10,0",0,0,2022,967077.2,6446691.6
"8,0/11,0",0,0,2022,967089.2,6446693
"8,0/12,0",0,0,2022,967101,6446694.1
"8,0/13,0",0,0,2022,967112.7,6446695.1
"8,0/14,0",0,0,2022,967124.6,6446696.1
"8,0/16,0",0,1,2022,967147.7,6446697.5
"8,0/17,0",0,0,2022,967159.7,6446699.1
"8,0/18,0",0,0,2022,967171.6,6446700
"8,0/4,0",1,0,2022,967006.9,6446686
"8,0/5,0",0,0,2022,967018.7,6446687.1
"8,0/6,0",0,0,2022,967030.4,6446688.1
"8,0/7,0",0,0,2022,967041.5,6446688.6
"8,0/8,0",0,0,2022,967054.4,6446689.6
"8,0/9,0",0,0,2022,967065.7,6446691.1
"8,5/10,5",0,0,2022,967083.2,6446686.6
"8,5/11,5",0,0,2022,967096.1,6446687.6
"8,5/12,5",0,0,2022,967107,6446688.6
"8,5/13,5",0,0,2022,967118.9,6446689.6
"8,5/14,5",0,0,2022,967130.8,6446690.6
"8,5/16,5",0,1,2022,967153.6,6446692.6
"8,5/17,5",0,1,2022,967166.5,6446693.5
"8,5/18,5",0,0,2022,967177.4,6446694.5
"8,5/3,5",0,0,2022,967001.8,6446679.8
"8,5/4,5",1,0,2022,967012.7,6446680.7
"8,5/5,5",0,0,2022,967024.6,6446681.7
"8,5/6,5",0,0,2022,967036.5,6446682.7
"8,5/7,5",0,0,2022,967048.5,6446683.7
"8,5/8,5",0,0,2022,967060.1,6446684.9
"8,5/9,5",0,0,2022,967072.3,6446685.7
"9,0/10,0",0,0,2022,967078.2,6446680.7
"9,0/11,0",0,1,2022,967089.8,6446681.6
"9,0/12,0",0,0,2022,967102,6446682.7
"9,0/13,0",0,0,2022,967112.9,6446683.7
"9,0/14,0",0,0,2022,967124.8,6446684.7
"9,0/15,0",0,1,2022,967136.7,6446685.7
"9,0/16,0",0,1,2022,967148.6,6446686.6
"9,0/17,0",0,0,2022,967159.6,6446687.6
"9,0/18,0",0,0,2022,967172.5,6446688.6
"9,0/19,0",0,0,2022,967184,6446689.6
"9,0/20,0",0,0,2022,967195.7,6446690.6
"9,0/3,0",0,0,2022,966995.7,6446673.6
"9,0/4,0",1,0,2022,967007.8,6446674.8
"9,0/5,0",0,0,2022,967019.2,6446675.7
"9,0/6,0",0,0,2022,967030.6,6446676.8
"9,0/7,0",0,0,2022,967042.5,6446677.8
"9,0/8,0",0,0,2022,967054.4,6446678.8
"9,0/9,0",0,0,2022,967066.2,6446679.5
"9,5/10,5",0,0,2022,967084.2,6446674.8
"9,5/11,5",0,1,2022,967096.1,6446675.8
"9,5/12,5",0,0,2022,967108,6446676.8
"9,5/13,5",1,0,2022,967119.9,6446677.8
"9,5/14,5",0,1,2022,967130.8,6446678.8
"9,5/15,5",0,1,2022,967143.7,6446679.8
"9,5/16,5",0,1,2022,967154.6,6446680.7
"9,5/17,5",0,1,2022,967166.5,6446681.7
"9,5/18,5",0,0,2022,967178.4,6446682.7
"9,5/2,5",1,0,2022,966989.9,6446667
"9,5/3,5",1,0,2022,967001.8,6446667.9
"9,5/4,5",0,0,2022,967013.7,6446668.9
"9,5/5,5",0,0,2022,967025.6,6446669.9
"9,5/6,5",0,0,2022,967036.5,6446670.9
"9,5/7,5",0,0,2022,967049.4,6446671.9
"9,5/8,5",0,0,2022,967060.4,6446672.9
"9,5/9,5",0,0,2022,967072.3,6446673.8
"8,5/19,5",1,1,2022,967189.4,6446695.5
"8,5/19,5",1,1,2022,967189.4,6446695.5
"9,5/19,5",1,1,2022,967190.2,6446683.7
"9,5/19,5",1,1,2022,967190.2,6446683.7
"10,5/19,5",1,1,2022,967191.3,6446672.9
"10,5/19,5",1,1,2022,967191.3,6446672.9
"11,5/0,5",1,1,2022,966967.2,6446642.2
"11,5/0,5",1,1,2022,966967.2,6446642.2
"12,5/0,5",1,1,2022,966968.1,6446631.1
"12,5/0,5",1,1,2022,966968.1,6446631.1
"13,5/0,5",1,1,2022,966969.1,6446619.8
"13,5/0,5",1,1,2022,966969.1,6446619.8
"14,5/0,5",0,1,2022,966968.9,6446607.8
"14,5/0,5",0,1,2022,966968.9,6446607.8
