"id_releve","Carex_present","Salix_present","both_species","ELEV_carex","YEAR_carex","x_l93_carex","y_l93_carex","ELEV_salix","YEAR_salix","x_l93_salix","y_l93_salix","ELEV","YR.REL","x_l93","y_l93","status","ELEV_class","type","period","decade"
"8677575",1,0,"0",2481,2020,950918.09,6455397.88,NA,NA,NA,NA,2481,2020,950918.09,6455397.88,"Carex seul","2000–2500","Carex_only","(2019,2024]",2020
"8677720",1,1,"1",2801,2020,949505.44,6455674.32,2801,2020,949505.44,6455674.32,2801,2020,949505.44,6455674.32,"Co-occurrence",">2500","Both","(2019,2024]",2020
"8739710",1,0,"0",2680,2000,965143.754,6445571.697,NA,NA,NA,NA,2680,2000,965143.754,6445571.697,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8739711",1,0,"0",2716,2000,964920.016,6445713.212,NA,NA,NA,NA,2716,2000,964920.016,6445713.212,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8739712",1,0,"0",2632,2000,965430.8,6445226.804,NA,NA,NA,NA,2632,2000,965430.8,6445226.804,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8739714",1,0,"0",2587,2000,965750.452,6444949.348,NA,NA,NA,NA,2587,2000,965750.452,6444949.348,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8739725",1,1,"1",2403,2000,967907.002,6445101.063,2403,2000,967907.002,6445101.063,2403,2000,967907.002,6445101.063,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8739726",1,0,"0",2407,2000,967924.44,6445107.818,NA,NA,NA,NA,2407,2000,967924.44,6445107.818,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8739728",1,1,"1",2516,2000,966866.496,6444327.913,2516,2000,966866.496,6444327.913,2516,2000,966866.496,6444327.913,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8739729",1,0,"0",2464,2000,967021.478,6444319.569,NA,NA,NA,NA,2464,2000,967021.478,6444319.569,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8739737",1,0,"0",2571,2000,965944.124,6444848.591,NA,NA,NA,NA,2571,2000,965944.124,6444848.591,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8743090",1,0,"0",2722,2012,1015710.8,6407866.7,NA,NA,NA,NA,2722,2012,1015710.8,6407866.7,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8743107",1,0,"0",2564,2011,1005952.687,6420959.843,NA,NA,NA,NA,2564,2011,1005952.687,6420959.843,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8743733",1,0,"0",2209,2009,994643.852,6484324.624,NA,NA,NA,NA,2209,2009,994643.852,6484324.624,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8744100",1,0,"0",2118,2008,1000003.448,6482645.619,NA,NA,NA,NA,2118,2008,1000003.448,6482645.619,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8744117",1,0,"0",2247,2010,992318.652,6379720.356,NA,NA,NA,NA,2247,2010,992318.652,6379720.356,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8744211",1,0,"0",2460,2009,981254.684,6429120.646,NA,NA,NA,NA,2460,2009,981254.684,6429120.646,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8744254",1,0,"0",2080,2010,921579.256,6404925.569,NA,NA,NA,NA,2080,2010,921579.256,6404925.569,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8744388",1,0,"0",2181,2012,924196.21,6413009.6,NA,NA,NA,NA,2181,2012,924196.21,6413009.6,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8744863",1,1,"1",2528,2009,942946.445,6433207.866,2528,2009,942946.445,6433207.866,2528,2009,942946.445,6433207.866,"Co-occurrence",">2500","Both","(2004,2009]",2000
"8748712",1,0,"0",2376,2010,937277.04,6438672.698,NA,NA,NA,NA,2376,2010,937277.04,6438672.698,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8752656",1,0,"0",2299,2010,929663.66,6433864.634,NA,NA,NA,NA,2299,2010,929663.66,6433864.634,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8762407",1,0,"0",2587,2008,973576.697,6448252.802,NA,NA,NA,NA,2587,2008,973576.697,6448252.802,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8762570",1,0,"0",2748,2004,1005100.885,6423240.972,NA,NA,NA,NA,2748,2004,1005100.885,6423240.972,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8785176",1,0,"0",2384,2000,967878.609,6447303.863,NA,NA,NA,NA,2384,2000,967878.609,6447303.863,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8785177",1,1,"1",2702,2000,966753.029,6446490.031,2702,2000,966753.029,6446490.031,2702,2000,966753.029,6446490.031,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8791551",1,1,"1",2687,2019,1014847.14,6488427.89,2687,2019,1014847.14,6488427.89,2687,2019,1014847.14,6488427.89,"Co-occurrence",">2500","Both","(2014,2019]",2010
"8795598",1,0,"0",2623,2004,1000176.576,6421580.746,NA,NA,NA,NA,2623,2004,1000176.576,6421580.746,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8795599",1,0,"0",2622,2004,1000198.342,6421483.719,NA,NA,NA,NA,2622,2004,1000198.342,6421483.719,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8795601",1,0,"0",2614,2004,1000285.412,6421420.861,NA,NA,NA,NA,2614,2004,1000285.412,6421420.861,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8813696",1,0,"0",2056,2017,964692.6947605,6444265.402133,NA,NA,NA,NA,2056,2017,964692.6947605,6444265.402133,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8819191",1,0,"0",2357,2016,994803.4479336,6468994.47521,NA,NA,NA,NA,2357,2016,994803.4479336,6468994.47521,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8819259",1,0,"0",2246,2008,954904.217,6436069.306,NA,NA,NA,NA,2246,2008,954904.217,6436069.306,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8823586",1,0,"0",2505,2009,996227.086,6483624.944,NA,NA,NA,NA,2505,2009,996227.086,6483624.944,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8823746",1,0,"0",2210,2016,1000086.05,6476225.04,NA,NA,NA,NA,2210,2016,1000086.05,6476225.04,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8823748",1,0,"0",2523,2016,983598.7247567,6477023.606876,NA,NA,NA,NA,2523,2016,983598.7247567,6477023.606876,"Carex seul",">2500","Carex_only","(2014,2019]",2010
"8826617",1,0,"0",2535,2010,966253.555,6485552.558,NA,NA,NA,NA,2535,2010,966253.555,6485552.558,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8826628",1,0,"0",2367,2004,990255.743,6411895.426,NA,NA,NA,NA,2367,2004,990255.743,6411895.426,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8826660",1,1,"1",2640,2004,999774.384,6422731.284,2640,2004,999774.384,6422731.284,2640,2004,999774.384,6422731.284,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8826668",1,0,"0",2536,2004,997620.04,6421903.494,NA,NA,NA,NA,2536,2004,997620.04,6421903.494,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8826746",1,0,"0",2650,2004,1000191.856,6421411.351,NA,NA,NA,NA,2650,2004,1000191.856,6421411.351,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8826747",1,0,"0",2283,2004,989645.779,6419238.293,NA,NA,NA,NA,2283,2004,989645.779,6419238.293,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8827828",1,0,"0",2611,2013,937775.5194,6434287.7736,NA,NA,NA,NA,2611,2013,937775.5194,6434287.7736,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8827829",1,0,"0",2393,2012,936921.1205294,6434807.151748,NA,NA,NA,NA,2393,2012,936921.1205294,6434807.151748,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8831926",1,0,"0",2440,2004,1004058.996,6422528.523,NA,NA,NA,NA,2440,2004,1004058.996,6422528.523,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8842634",1,0,"0",2339,2008,1017837.685,6413268.92,NA,NA,NA,NA,2339,2008,1017837.685,6413268.92,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8845839",1,1,"1",2345,2011,996599.96,6361333.426,2345,2011,996599.96,6361333.426,2345,2011,996599.96,6361333.426,"Co-occurrence","2000–2500","Both","(2009,2014]",2010
"8847473",1,0,"0",2312,2008,1017742.24,6413280.075,NA,NA,NA,NA,2312,2008,1017742.24,6413280.075,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8847784",1,1,"1",2451,2002,1010016.098,6374898.296,2451,2002,1010016.098,6374898.296,2451,2002,1010016.098,6374898.296,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8847923",1,1,"1",2389,2002,995235.009,6354188.5,2389,2002,995235.009,6354188.5,2389,2002,995235.009,6354188.5,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8848103",1,1,"1",2598,2002,1007808.112,6368579.533,2598,2002,1007808.112,6368579.533,2598,2002,1007808.112,6368579.533,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8848109",1,1,"1",2506,2002,1000878.319,6363273.25,2506,2002,1000878.319,6363273.25,2506,2002,1000878.319,6363273.25,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8851037",1,1,"1",2492,2014,937521.7695631,6435653.853196,2492,2014,937521.7695631,6435653.853196,2492,2014,937521.7695631,6435653.853196,"Co-occurrence","2000–2500","Both","(2009,2014]",2010
"8856999",1,0,"0",2419,2019,1012677.745,6489207.089,NA,NA,NA,NA,2419,2019,1012677.745,6489207.089,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8859046",1,1,"1",2489,2014,994072.9823893,6341380.82835,2489,2014,994072.9823893,6341380.82835,2489,2014,994072.9823893,6341380.82835,"Co-occurrence","2000–2500","Both","(2009,2014]",2010
"8862045",1,0,"0",2356,2010,953409.126,6449380.216,NA,NA,NA,NA,2356,2010,953409.126,6449380.216,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8863676",1,0,"0",2419,2019,1012669.936,6489206.693,NA,NA,NA,NA,2419,2019,1012669.936,6489206.693,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8863682",1,0,"0",2571,2019,1012346.603,6488634.321,NA,NA,NA,NA,2571,2019,1012346.603,6488634.321,"Carex seul",">2500","Carex_only","(2014,2019]",2010
"8867466",1,1,"1",2281,2002,955183.92,6417134.708,2281,2002,955183.92,6417134.708,2281,2002,955183.92,6417134.708,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8875655",1,0,"0",2661,2000,967037.879,6445702.912,NA,NA,NA,NA,2661,2000,967037.879,6445702.912,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8875658",1,0,"0",2376,2000,968086.977,6445104.83,NA,NA,NA,NA,2376,2000,968086.977,6445104.83,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8876290",1,1,"1",2528,2000,968177.758,6446664.48,2528,2000,968177.758,6446664.48,2528,2000,968177.758,6446664.48,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8877803",1,0,"0",2659,2000,965418.278,6445851.549,NA,NA,NA,NA,2659,2000,965418.278,6445851.549,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8877804",1,1,"1",2654,2000,965418.566,6445894.581,2654,2000,965418.566,6445894.581,2654,2000,965418.566,6445894.581,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8877810",1,0,"0",2593,2000,968054.791,6446260.982,NA,NA,NA,NA,2593,2000,968054.791,6446260.982,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8877811",1,0,"0",2568,2000,967931.741,6446187.637,NA,NA,NA,NA,2568,2000,967931.741,6446187.637,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8877814",1,0,"0",2738,2000,967463.586,6445829.29,NA,NA,NA,NA,2738,2000,967463.586,6445829.29,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8877815",1,0,"0",2639,2000,967787.443,6445686.18,NA,NA,NA,NA,2639,2000,967787.443,6445686.18,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8877818",1,1,"1",2627,2000,967096.447,6445495.335,2627,2000,967096.447,6445495.335,2627,2000,967096.447,6445495.335,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8877823",1,0,"0",2412,2000,966406.041,6445091.497,NA,NA,NA,NA,2412,2000,966406.041,6445091.497,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8877825",1,1,"1",2699,2000,965254.355,6445970.598,2699,2000,965254.355,6445970.598,2699,2000,965254.355,6445970.598,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8878226",1,0,"0",2375,2000,967079.375,6445018.381,NA,NA,NA,NA,2375,2000,967079.375,6445018.381,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8879893",1,0,"0",2644,2000,967071.471,6446718.823,NA,NA,NA,NA,2644,2000,967071.471,6446718.823,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8879894",1,0,"0",2644,2000,967126.843,6446717.204,NA,NA,NA,NA,2644,2000,967126.843,6446717.204,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8879895",1,0,"0",2487,2000,969008.397,6446852.499,NA,NA,NA,NA,2487,2000,969008.397,6446852.499,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8879897",1,0,"0",2455,2000,968680.716,6447035.397,NA,NA,NA,NA,2455,2000,968680.716,6447035.397,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8879898",1,0,"0",2442,2000,968557.055,6447206.127,NA,NA,NA,NA,2442,2000,968557.055,6447206.127,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8881390",1,0,"0",2455,2000,967655.703,6446916.071,NA,NA,NA,NA,2455,2000,967655.703,6446916.071,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8885826",1,0,"0",2599,2000,967121.783,6446983.109,NA,NA,NA,NA,2599,2000,967121.783,6446983.109,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8896077",1,0,"0",2285,2002,996370.654,6362400.637,NA,NA,NA,NA,2285,2002,996370.654,6362400.637,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8902048",1,0,"0",2347,2014,1013044.038427,6407450.13139,NA,NA,NA,NA,2347,2014,1013044.038427,6407450.13139,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8907219",1,0,"0",2526,2004,1000421.19,6421603.539,NA,NA,NA,NA,2526,2004,1000421.19,6421603.539,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8907362",1,0,"0",2524,2004,993841.385,6420289.186,NA,NA,NA,NA,2524,2004,993841.385,6420289.186,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8915061",1,0,"0",2461,2011,990892.384,6416306.197,NA,NA,NA,NA,2461,2011,990892.384,6416306.197,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8920635",1,0,"0",2297,2019,992478.5843284,6423011.293887,NA,NA,NA,NA,2297,2019,992478.5843284,6423011.293887,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8921360",1,1,"1",2450,2008,961873.822,6407313.757,2450,2008,961873.822,6407313.757,2450,2008,961873.822,6407313.757,"Co-occurrence","2000–2500","Both","(2004,2009]",2000
"8921957",1,0,"0",2202,2010,966079.717,6441582.902,NA,NA,NA,NA,2202,2010,966079.717,6441582.902,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8922553",1,0,"0",2693,2006,967532.557,6445726.213,NA,NA,NA,NA,2693,2006,967532.557,6445726.213,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8928335",1,0,"0",2597,2004,1002661.709,6422383.452,NA,NA,NA,NA,2597,2004,1002661.709,6422383.452,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8929993",1,1,"1",2664,2004,999227.575,6422477.835,2664,2004,999227.575,6422477.835,2664,2004,999227.575,6422477.835,"Co-occurrence",">2500","Both","(1999,2004]",2000
"8930085",1,0,"0",2609,2004,988699.722,6417068.96,NA,NA,NA,NA,2609,2004,988699.722,6417068.96,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8931479",1,0,"0",2629,2012,1015537.77,6408526.65,NA,NA,NA,NA,2629,2012,1015537.77,6408526.65,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8946935",1,0,"0",2555,2006,968993.506,6437298.244,NA,NA,NA,NA,2555,2006,968993.506,6437298.244,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8952821",1,0,"0",2414,2008,963571.126,6445867.884,NA,NA,NA,NA,2414,2008,963571.126,6445867.884,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8969025",1,0,"0",2759,2009,1014310.679,6494014.955,NA,NA,NA,NA,2759,2009,1014310.679,6494014.955,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8970491",1,0,"0",2803,2016,992060.632,6471009.343,NA,NA,NA,NA,2803,2016,992060.632,6471009.343,"Carex seul",">2500","Carex_only","(2014,2019]",2010
"8971326",1,0,"0",2633,2012,1015550.12,6408371.41,NA,NA,NA,NA,2633,2012,1015550.12,6408371.41,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8971513",1,0,"0",2349,2002,1017807.907,6412116.33,NA,NA,NA,NA,2349,2002,1017807.907,6412116.33,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8972288",1,0,"0",2759,2009,1013777.133,6494343.026,NA,NA,NA,NA,2759,2009,1013777.133,6494343.026,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8972335",1,0,"0",2607,2004,996401.605,6424118.108,NA,NA,NA,NA,2607,2004,996401.605,6424118.108,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8972378",1,0,"0",2559,2004,1000535.195,6422842.983,NA,NA,NA,NA,2559,2004,1000535.195,6422842.983,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8972459",1,0,"0",2448,2004,989399.052,6413959.152,NA,NA,NA,NA,2448,2004,989399.052,6413959.152,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8972482",1,0,"0",2573,2004,1000360.197,6421509.529,NA,NA,NA,NA,2573,2004,1000360.197,6421509.529,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8972503",1,0,"0",2327,2004,1003338.122,6423029.821,NA,NA,NA,NA,2327,2004,1003338.122,6423029.821,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8976767",1,0,"0",2295,2008,1007037.907,6503455.099,NA,NA,NA,NA,2295,2008,1007037.907,6503455.099,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8977255",1,0,"0",2046,2008,955502.457,6449755.163,NA,NA,NA,NA,2046,2008,955502.457,6449755.163,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8977934",1,1,"1",2676,2008,986182.054,6418374.924,2676,2008,986182.054,6418374.924,2676,2008,986182.054,6418374.924,"Co-occurrence",">2500","Both","(2004,2009]",2000
"8978081",1,0,"0",2636,2019,1008524.58,6490221,NA,NA,NA,NA,2636,2019,1008524.58,6490221,"Carex seul",">2500","Carex_only","(2014,2019]",2010
"8978089",1,0,"0",2524,2013,948421.0878,6460879.3488,NA,NA,NA,NA,2524,2013,948421.0878,6460879.3488,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8978179",1,0,"0",2649,2009,946507.647,6449242.291,NA,NA,NA,NA,2649,2009,946507.647,6449242.291,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8978189",1,1,"1",2363,2009,927767.711,6440855.547,2363,2009,927767.711,6440855.547,2363,2009,927767.711,6440855.547,"Co-occurrence","2000–2500","Both","(2004,2009]",2000
"8978315",1,0,"0",2220,2010,921737.182,6404777.128,NA,NA,NA,NA,2220,2010,921737.182,6404777.128,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8978333",1,0,"0",2269,2015,948202.3914,6451054.426,NA,NA,NA,NA,2269,2015,948202.3914,6451054.426,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8978853",1,0,"0",2543,2017,1002518.006349,6367813.472644,NA,NA,NA,NA,2543,2017,1002518.006349,6367813.472644,"Carex seul",">2500","Carex_only","(2014,2019]",2010
"8979264",1,0,"0",2443,2004,1003128.924,6422792.462,NA,NA,NA,NA,2443,2004,1003128.924,6422792.462,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8979578",1,0,"0",2763,2008,1009490.069,6482546.651,NA,NA,NA,NA,2763,2008,1009490.069,6482546.651,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8979607",1,0,"0",2798,2008,1011697.101,6467846.397,NA,NA,NA,NA,2798,2008,1011697.101,6467846.397,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8979698",1,1,"1",2438,2008,964233.138,6447972.938,2438,2008,964233.138,6447972.938,2438,2008,964233.138,6447972.938,"Co-occurrence","2000–2500","Both","(2004,2009]",2000
"8979710",1,0,"0",2436,2010,966254.105,6445111.992,NA,NA,NA,NA,2436,2010,966254.105,6445111.992,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8979717",1,0,"0",2244,2010,966137.572,6441524.352,NA,NA,NA,NA,2244,2010,966137.572,6441524.352,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8981482",1,0,"0",2192,2008,952879.8,6451970.567,NA,NA,NA,NA,2192,2008,952879.8,6451970.567,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8981537",1,0,"0",2398,2011,1015103.173,6410404.772,NA,NA,NA,NA,2398,2011,1015103.173,6410404.772,"Carex seul","2000–2500","Carex_only","(2009,2014]",2010
"8981730",1,0,"0",2321,2002,1006851.182,6369185.396,NA,NA,NA,NA,2321,2002,1006851.182,6369185.396,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8981738",1,0,"0",2619,2002,1007900.023,6368462.913,NA,NA,NA,NA,2619,2002,1007900.023,6368462.913,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8981782",1,0,"0",2510,2002,1005586.907,6368213.907,NA,NA,NA,NA,2510,2002,1005586.907,6368213.907,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8982334",1,0,"0",2070,2015,924688.5747601,6404328.745573,NA,NA,NA,NA,2070,2015,924688.5747601,6404328.745573,"Carex seul","2000–2500","Carex_only","(2014,2019]",2010
"8982642",1,0,"0",2605,2014,952259.0718,6441011.2764,NA,NA,NA,NA,2605,2014,952259.0718,6441011.2764,"Carex seul",">2500","Carex_only","(2009,2014]",2010
"8983422",1,0,"0",2276,2002,1002112.644,6364828.871,NA,NA,NA,NA,2276,2002,1002112.644,6364828.871,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8983513",1,0,"0",2731,2007,999990.649,6394606.141,NA,NA,NA,NA,2731,2007,999990.649,6394606.141,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8983851",1,0,"0",2428,2002,1001652.554,6362942.973,NA,NA,NA,NA,2428,2002,1001652.554,6362942.973,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8983875",1,0,"0",2537,2000,967354.359,6446718.997,NA,NA,NA,NA,2537,2000,967354.359,6446718.997,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8983912",1,0,"0",2566,2003,1013364.506,6492432.583,NA,NA,NA,NA,2566,2003,1013364.506,6492432.583,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8985224",1,1,"1",2622,2012,1015501.41,6408537.74,2622,2012,1015501.41,6408537.74,2622,2012,1015501.41,6408537.74,"Co-occurrence",">2500","Both","(2009,2014]",2010
"8986401",1,0,"0",2397,2004,989060.657,6409486.3,NA,NA,NA,NA,2397,2004,989060.657,6409486.3,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986419",1,0,"0",2741,2004,996725.087,6424485.763,NA,NA,NA,NA,2741,2004,996725.087,6424485.763,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8986430",1,0,"0",2279,2004,993812.52,6421309.563,NA,NA,NA,NA,2279,2004,993812.52,6421309.563,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986431",1,0,"0",2245,2004,993699.689,6421195.168,NA,NA,NA,NA,2245,2004,993699.689,6421195.168,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986433",1,0,"0",2479,2002,1007129.014,6370069.83,NA,NA,NA,NA,2479,2002,1007129.014,6370069.83,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986434",1,0,"0",2231,2004,993633.476,6421240.083,NA,NA,NA,NA,2231,2004,993633.476,6421240.083,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986461",1,0,"0",2407,2004,993074.875,6420078.984,NA,NA,NA,NA,2407,2004,993074.875,6420078.984,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986471",1,0,"0",2456,2004,992917.042,6419966.491,NA,NA,NA,NA,2456,2004,992917.042,6419966.491,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986474",1,1,"1",2371,2004,992969.106,6420359.217,2371,2004,992969.106,6420359.217,2371,2004,992969.106,6420359.217,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8986475",1,0,"0",2421,2004,992434.431,6420445.195,NA,NA,NA,NA,2421,2004,992434.431,6420445.195,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986477",1,0,"0",2292,2004,1001105.29,6422966.575,NA,NA,NA,NA,2292,2004,1001105.29,6422966.575,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986487",1,0,"0",2319,2004,1001083.68,6422927.502,NA,NA,NA,NA,2319,2004,1001083.68,6422927.502,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986498",1,0,"0",2717,2004,999918.821,6422970.41,NA,NA,NA,NA,2717,2004,999918.821,6422970.41,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8986509",1,0,"0",2451,2004,989230.355,6417458.792,NA,NA,NA,NA,2451,2004,989230.355,6417458.792,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986510",1,0,"0",2495,2004,989261.823,6417410.216,NA,NA,NA,NA,2495,2004,989261.823,6417410.216,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986565",1,0,"0",2386,2004,1002460.638,6422858.071,NA,NA,NA,NA,2386,2004,1002460.638,6422858.071,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986566",1,0,"0",2454,2004,1002599.98,6422774.764,NA,NA,NA,NA,2454,2004,1002599.98,6422774.764,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986567",1,0,"0",2439,2004,1003231.474,6422748.412,NA,NA,NA,NA,2439,2004,1003231.474,6422748.412,"Carex seul","2000–2500","Carex_only","(1999,2004]",2000
"8986592",1,1,"1",2488,2004,1000168.133,6421992.656,2488,2004,1000168.133,6421992.656,2488,2004,1000168.133,6421992.656,"Co-occurrence","2000–2500","Both","(1999,2004]",2000
"8986593",1,0,"0",2571,2004,999681.351,6423037.046,NA,NA,NA,NA,2571,2004,999681.351,6423037.046,"Carex seul",">2500","Carex_only","(1999,2004]",2000
"8986599",1,0,"0",2477,2007,1015950.29,6477664.864,NA,NA,NA,NA,2477,2007,1015950.29,6477664.864,"Carex seul","2000–2500","Carex_only","(2004,2009]",2000
"8986623",1,0,"0",2671,2009,1011660.405,6484338.139,NA,NA,NA,NA,2671,2009,1011660.405,6484338.139,"Carex seul",">2500","Carex_only","(2004,2009]",2000
"8986675",1,0,"0",2573,2004,991779.4,6419755.043,NA,NA,NA,NA,2573,2004,991779.4,6419755.043,"Carex seul",">2500","Carex_only","(1999,2004]",2000
